participant_id,trial_number,tau
90e130dd-0bf6-4924-ad02-a98ef2cf2bd6,5,0.6
90e130dd-0bf6-4924-ad02-a98ef2cf2bd6,6,0.39999999999999997
90e130dd-0bf6-4924-ad02-a98ef2cf2bd6,7,0.19999999999999998
939a437f-48a6-4f71-b0fb-a7bc06bb81d6,2,0.7999999999999999
939a437f-48a6-4f71-b0fb-a7bc06bb81d6,3,0.39999999999999997
939a437f-48a6-4f71-b0fb-a7bc06bb81d6,4,0.9999999999999999
939a437f-48a6-4f71-b0fb-a7bc06bb81d6,5,0.7999999999999999
939a437f-48a6-4f71-b0fb-a7bc06bb81d6,6,0.7999999999999999
939a437f-48a6-4f71-b0fb-a7bc06bb81d6,7,0.7999999999999999
93f687d6-4dd9-44b5-b1d8-037d2f34be33,1,0.19999999999999998
93f687d6-4dd9-44b5-b1d8-037d2f34be33,2,0.39999999999999997
93f687d6-4dd9-44b5-b1d8-037d2f34be33,3,0.7999999999999999
93f687d6-4dd9-44b5-b1d8-037d2f34be33,5,-0.19999999999999998
93f687d6-4dd9-44b5-b1d8-037d2f34be33,7,0.0
93f687d6-4dd9-44b5-b1d8-037d2f34be33,8,0.7999999999999999
9ce755b5-fc75-404d-ba22-455324eef5fc,2,0.6
9ce755b5-fc75-404d-ba22-455324eef5fc,3,0.6
9ce755b5-fc75-404d-ba22-455324eef5fc,4,0.0
9ce755b5-fc75-404d-ba22-455324eef5fc,5,0.39999999999999997
9ce755b5-fc75-404d-ba22-455324eef5fc,6,0.19999999999999998
9ce755b5-fc75-404d-ba22-455324eef5fc,7,0.39999999999999997
a03af986-fea2-4490-b799-ba986d3d60f0,1,0.19999999999999998
a03af986-fea2-4490-b799-ba986d3d60f0,2,0.6
a03af986-fea2-4490-b799-ba986d3d60f0,3,0.7999999999999999
a03af986-fea2-4490-b799-ba986d3d60f0,5,0.19999999999999998
a03af986-fea2-4490-b799-ba986d3d60f0,6,0.7999999999999999
a03af986-fea2-4490-b799-ba986d3d60f0,7,0.9999999999999999
aea40b7b-ac76-4bb4-8e86-97e28865984b,1,0.0
aea40b7b-ac76-4bb4-8e86-97e28865984b,2,0.7999999999999999
aea40b7b-ac76-4bb4-8e86-97e28865984b,3,0.6
aea40b7b-ac76-4bb4-8e86-97e28865984b,5,0.6
aea40b7b-ac76-4bb4-8e86-97e28865984b,6,0.39999999999999997
aea40b7b-ac76-4bb4-8e86-97e28865984b,8,0.6
cd9c935d-c745-4444-9eee-79572e868c47,2,0.19999999999999998
cd9c935d-c745-4444-9eee-79572e868c47,3,0.0
cd9c935d-c745-4444-9eee-79572e868c47,4,0.7999999999999999
cd9c935d-c745-4444-9eee-79572e868c47,5,0.39999999999999997
cd9c935d-c745-4444-9eee-79572e868c47,6,0.6
cd9c935d-c745-4444-9eee-79572e868c47,8,0.0
e10c96f7-5562-40f1-af93-2f0bb4140d87,1,0.39999999999999997
e10c96f7-5562-40f1-af93-2f0bb4140d87,2,0.7999999999999999
e10c96f7-5562-40f1-af93-2f0bb4140d87,4,0.6
e10c96f7-5562-40f1-af93-2f0bb4140d87,5,0.19999999999999998
e10c96f7-5562-40f1-af93-2f0bb4140d87,6,0.19999999999999998
e10c96f7-5562-40f1-af93-2f0bb4140d87,7,0.19999999999999998
f19335bb-5632-4d21-b8e8-09e79d6e8a75,1,0.6
f19335bb-5632-4d21-b8e8-09e79d6e8a75,3,0.19999999999999998
f19335bb-5632-4d21-b8e8-09e79d6e8a75,4,-0.6
f19335bb-5632-4d21-b8e8-09e79d6e8a75,5,0.39999999999999997
f19335bb-5632-4d21-b8e8-09e79d6e8a75,6,0.0
f19335bb-5632-4d21-b8e8-09e79d6e8a75,7,0.0
ff117ea0-e81f-4f6b-91df-6a84dfc08a62,1,0.6
ff117ea0-e81f-4f6b-91df-6a84dfc08a62,2,0.39999999999999997
ff117ea0-e81f-4f6b-91df-6a84dfc08a62,3,-0.19999999999999998
ff117ea0-e81f-4f6b-91df-6a84dfc08a62,4,0.0
ff117ea0-e81f-4f6b-91df-6a84dfc08a62,6,0.0
ff117ea0-e81f-4f6b-91df-6a84dfc08a62,7,0.19999999999999998
